Species Name,Scientific Name,Current Population,Population Decline Rate (%),Habitat Loss (%),Climate Threat Level (1-10),Poaching Threat Level (1-10),Conservation Efforts,Protected Area Coverage (%),Extinction Probability (0-100%)
Amur Leopard,Rhinoceros sondaicus,221,9.75,40.44,5,8,High,35.88,38.32
Mountain Gorilla,Nomascus hainanus,1225,13.33,77.71,3,9,Medium,59.9,35.78
Hainan Gibbon,Rafetus swinhoei,890,18.23,18.17,3,5,High,71.29,39.54
Amur Leopard,Gorilla beringei beringei,764,13.7,63.35,8,1,Medium,43.16,67.8
Saola,Rhinoceros sondaicus,710,26.75,88.5,1,1,Medium,50.77,52.78
Mountain Gorilla,Gorilla beringei beringei,2229,27.52,11.79,4,9,Medium,69.83,52.7
Saola,Rhinoceros sondaicus,380,13.15,87.27,9,1,High,15.74,34.36
Saola,Rafetus swinhoei,1742,7.3,11.47,6,9,High,17.16,82.2
Hainan Gibbon,Nomascus hainanus,811,10.25,77.29,6,3,High,31.94,75.33
Axolotl,Ambystoma mexicanum,999,16.86,86.9,7,3,Low,28.18,53.9
Amur Leopard,Gorilla beringei beringei,4781,12.21,89.44,7,4,Low,78.98,31.23
Pangolin,Rhinoceros sondaicus,425,16.34,46.73,6,5,High,47.31,76.46
Javan Rhino,Rhinoceros sondaicus,2975,23.97,79.36,9,6,Low,44.29,91.01
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,3347,15.52,19.79,8,6,Low,48.4,34.08
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,3622,9.92,44.03,8,9,Medium,70.64,67.61
Hainan Gibbon,Rhinoceros sondaicus,1630,13.95,34.64,2,1,Medium,23.27,53.52
Mountain Gorilla,Rhinoceros sondaicus,1545,23.57,41.61,7,9,Medium,43.32,26.92
Saola,Podiceps gallardoi,4354,15.6,66.16,1,4,Low,25.32,77.34
Axolotl,Gorilla beringei beringei,2802,11.24,17.0,8,7,Low,63.54,25.62
Mountain Gorilla,Ambystoma mexicanum,582,15.69,89.85,3,6,High,63.28,75.48
Hainan Gibbon,Rhinoceros sondaicus,4903,16.37,60.81,9,9,Low,76.81,42.21
Vaquita,Podiceps gallardoi,4866,12.41,79.88,5,2,Low,38.51,64.69
Javan Rhino,Rhinoceros sondaicus,3665,29.89,76.38,7,2,High,16.9,32.68
Axolotl,Pholidota,302,24.19,71.28,7,7,High,72.23,49.3
Mountain Gorilla,Panthera pardus orientalis,4303,22.31,13.14,9,9,High,71.8,28.22
Yangtze Giant Softshell Turtle,Pholidota,89,26.37,51.32,2,5,Medium,22.6,56.92
Axolotl,Nomascus hainanus,4242,21.66,36.25,4,7,High,25.72,36.85
Saola,Ambystoma mexicanum,4318,24.77,19.04,8,8,Medium,28.51,34.85
Pangolin,Phocoena sinus,1872,15.31,37.44,5,8,Low,38.88,28.47
Amur Leopard,Phocoena sinus,628,17.51,61.58,5,4,Low,67.18,80.47
Pangolin,Pseudoryx nghetinhensis,969,6.17,28.45,3,7,Medium,15.83,70.52
Hainan Gibbon,Rafetus swinhoei,3288,12.02,45.57,5,1,Medium,57.53,32.4
Vaquita,Panthera pardus orientalis,3745,14.2,42.36,7,4,Medium,31.46,57.32
Hooded Grebe,Phocoena sinus,2223,20.64,14.2,4,5,Low,19.67,72.21
Vaquita,Phocoena sinus,3584,16.61,60.25,8,7,Low,30.38,89.37
Saola,Rafetus swinhoei,4006,20.2,59.51,6,6,High,45.0,24.71
Vaquita,Ambystoma mexicanum,2487,22.83,87.31,6,4,High,74.11,48.63
Javan Rhino,Nomascus hainanus,3261,6.07,33.84,6,3,Low,52.12,68.66
Hooded Grebe,Pseudoryx nghetinhensis,2178,11.46,43.52,4,6,High,50.53,21.23
Hainan Gibbon,Ambystoma mexicanum,3255,9.27,42.29,3,5,High,13.16,39.24
Amur Leopard,Rhinoceros sondaicus,2388,9.69,83.58,6,3,Medium,10.99,78.85
Mountain Gorilla,Rhinoceros sondaicus,1732,17.58,42.69,6,4,Low,14.71,48.1
Pangolin,Panthera pardus orientalis,1171,23.5,45.42,2,2,Medium,12.17,26.68
Javan Rhino,Podiceps gallardoi,1899,11.82,30.19,9,9,Low,48.23,69.5
Amur Leopard,Panthera pardus orientalis,2050,25.61,10.09,4,7,Low,38.95,39.75
Javan Rhino,Phocoena sinus,3981,27.31,18.84,4,3,Medium,5.37,75.43
Saola,Ambystoma mexicanum,3411,13.76,66.31,8,8,Low,31.33,91.11
Vaquita,Panthera pardus orientalis,3319,22.03,64.6,3,8,Medium,14.55,61.7
Amur Leopard,Gorilla beringei beringei,1109,7.93,35.8,7,1,Medium,79.11,67.33
Axolotl,Pseudoryx nghetinhensis,4028,23.6,47.84,7,5,Low,39.51,60.64
Axolotl,Podiceps gallardoi,1698,9.13,33.79,2,5,Low,36.96,84.58
Pangolin,Podiceps gallardoi,4142,22.19,68.47,3,3,Medium,53.31,39.1
Vaquita,Rhinoceros sondaicus,854,15.55,77.4,4,2,High,31.78,51.72
Amur Leopard,Pholidota,1653,28.21,81.93,2,1,High,58.66,90.71
Pangolin,Gorilla beringei beringei,2343,16.61,23.91,9,4,Low,72.86,77.17
Yangtze Giant Softshell Turtle,Podiceps gallardoi,1273,5.77,65.6,6,2,Low,42.42,45.29
Mountain Gorilla,Ambystoma mexicanum,2944,17.02,87.04,1,5,High,33.72,85.78
Saola,Ambystoma mexicanum,3695,24.89,62.05,1,2,Low,44.14,38.87
Pangolin,Rafetus swinhoei,225,21.18,38.08,8,1,Low,50.27,70.1
Yangtze Giant Softshell Turtle,Rafetus swinhoei,4786,29.16,60.88,6,9,High,68.58,95.56
Vaquita,Ambystoma mexicanum,3667,26.08,65.07,7,2,Low,34.59,65.4
Mountain Gorilla,Panthera pardus orientalis,2350,18.16,41.76,6,4,High,8.86,83.16
Saola,Ambystoma mexicanum,1517,10.16,18.32,2,3,High,52.31,78.1
Hooded Grebe,Gorilla beringei beringei,2100,5.09,58.53,3,1,High,79.02,88.39
Javan Rhino,Rhinoceros sondaicus,3388,29.51,74.17,8,8,Low,69.07,96.53
Hooded Grebe,Pholidota,1126,28.46,89.81,4,2,Medium,61.87,21.76
Vaquita,Phocoena sinus,2750,11.85,27.84,8,8,Medium,18.24,22.2
Javan Rhino,Podiceps gallardoi,2171,20.96,66.03,3,1,Medium,61.15,66.96
Pangolin,Pseudoryx nghetinhensis,3266,23.23,12.24,2,6,Low,11.11,95.39
Yangtze Giant Softshell Turtle,Pholidota,2978,19.45,87.59,7,4,Low,42.04,58.37
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,1158,26.07,11.01,1,3,Low,32.82,86.34
Hooded Grebe,Rafetus swinhoei,3186,6.95,38.7,3,1,Low,72.9,80.66
Amur Leopard,Ambystoma mexicanum,4263,27.41,16.11,2,1,Medium,16.99,59.36
Mountain Gorilla,Panthera pardus orientalis,3355,14.8,59.68,5,7,High,64.17,60.54
Amur Leopard,Rafetus swinhoei,3971,17.02,37.16,2,6,Low,8.64,54.45
Amur Leopard,Rhinoceros sondaicus,1150,16.12,68.64,5,3,Low,57.63,39.92
Pangolin,Pseudoryx nghetinhensis,2943,18.28,48.91,3,2,Low,27.03,87.84
Hainan Gibbon,Phocoena sinus,2117,19.95,43.55,9,3,High,78.19,36.56
Amur Leopard,Pseudoryx nghetinhensis,2458,22.76,37.88,9,8,Medium,55.38,91.65
Hainan Gibbon,Panthera pardus orientalis,837,18.12,16.89,8,7,Low,28.17,48.42
Pangolin,Gorilla beringei beringei,1213,22.12,26.39,5,7,Medium,22.66,22.09
Mountain Gorilla,Rafetus swinhoei,3313,13.46,61.13,7,5,Low,52.95,33.3
Yangtze Giant Softshell Turtle,Nomascus hainanus,854,28.42,49.74,2,3,Medium,25.45,90.14
Pangolin,Ambystoma mexicanum,2981,6.61,15.61,3,1,Low,19.01,30.15
Hooded Grebe,Rhinoceros sondaicus,1278,18.64,53.52,2,1,Medium,53.58,78.36
Saola,Pseudoryx nghetinhensis,4743,7.18,14.33,1,6,Low,59.32,34.44
Vaquita,Gorilla beringei beringei,4754,16.07,50.94,3,4,Low,22.85,59.42
Hainan Gibbon,Pholidota,1639,11.44,87.2,4,7,Medium,45.19,36.21
Javan Rhino,Podiceps gallardoi,3540,28.42,34.59,9,1,Medium,54.77,46.32
Vaquita,Rhinoceros sondaicus,813,5.33,67.88,2,6,High,75.64,29.86
Amur Leopard,Podiceps gallardoi,137,14.78,69.64,9,7,High,65.26,63.92
Mountain Gorilla,Panthera pardus orientalis,961,24.55,42.39,1,1,High,36.56,48.9
Hooded Grebe,Podiceps gallardoi,2274,9.71,57.46,9,2,High,68.33,48.87
Javan Rhino,Rafetus swinhoei,29,25.39,47.76,6,9,Medium,38.13,23.05
Pangolin,Podiceps gallardoi,3648,26.49,32.67,8,9,High,14.76,30.75
Yangtze Giant Softshell Turtle,Nomascus hainanus,1791,22.7,70.38,3,6,Low,30.58,75.89
Pangolin,Pholidota,3844,10.23,66.23,8,4,Medium,65.35,43.09
Pangolin,Pseudoryx nghetinhensis,3141,11.8,82.04,9,7,Low,76.69,54.92
Saola,Nomascus hainanus,4780,9.17,59.45,7,5,High,78.77,80.28
Hooded Grebe,Panthera pardus orientalis,4844,9.6,41.1,4,3,High,52.93,55.14
Hooded Grebe,Nomascus hainanus,566,5.91,67.12,6,4,High,40.88,37.82
Amur Leopard,Panthera pardus orientalis,2254,26.43,59.52,6,2,Medium,17.15,63.44
Amur Leopard,Nomascus hainanus,2993,18.21,59.33,2,6,Low,12.69,83.3
Vaquita,Rhinoceros sondaicus,3573,13.19,77.99,2,3,Low,43.89,67.37
Hooded Grebe,Nomascus hainanus,2735,12.24,82.84,5,7,Medium,59.58,53.19
Yangtze Giant Softshell Turtle,Nomascus hainanus,4609,18.62,24.42,1,4,High,29.29,29.92
Amur Leopard,Panthera pardus orientalis,4843,13.17,35.12,5,8,High,55.6,39.65
Mountain Gorilla,Pseudoryx nghetinhensis,4897,26.59,62.02,3,1,Medium,47.81,94.74
Saola,Podiceps gallardoi,3341,10.27,54.58,3,9,Low,75.56,80.97
Vaquita,Phocoena sinus,206,27.06,62.19,8,3,Low,20.72,26.92
Javan Rhino,Phocoena sinus,2838,21.6,44.64,3,3,Low,49.33,20.44
Hainan Gibbon,Pholidota,4849,28.92,43.0,3,5,Low,36.03,33.86
Yangtze Giant Softshell Turtle,Rafetus swinhoei,3998,5.38,19.41,1,1,High,24.62,94.57
Javan Rhino,Phocoena sinus,2479,6.48,59.89,8,3,High,31.8,65.82
Mountain Gorilla,Panthera pardus orientalis,1640,17.52,24.06,6,4,Medium,27.09,86.25
Saola,Phocoena sinus,3288,27.81,63.68,8,2,Medium,44.57,56.75
Saola,Pholidota,2048,23.27,87.37,3,6,Medium,46.85,85.3
Yangtze Giant Softshell Turtle,Rafetus swinhoei,2489,20.55,30.51,6,4,High,69.92,22.68
Pangolin,Ambystoma mexicanum,4340,5.79,21.37,2,1,High,63.6,53.72
Axolotl,Pholidota,4584,13.85,11.93,3,3,High,27.69,49.83
Saola,Panthera pardus orientalis,2485,13.65,40.31,4,7,Medium,74.85,97.54
Hooded Grebe,Ambystoma mexicanum,4771,18.55,27.17,9,3,High,70.13,43.74
Axolotl,Nomascus hainanus,3319,11.45,49.35,4,6,Low,51.94,52.94
Hooded Grebe,Ambystoma mexicanum,3188,11.68,51.94,7,6,High,6.4,79.95
Pangolin,Phocoena sinus,1397,20.52,37.95,8,1,Low,20.69,89.58
Pangolin,Pholidota,651,28.61,69.99,5,2,Low,64.2,89.39
Pangolin,Podiceps gallardoi,584,21.5,82.38,2,6,Low,39.03,51.17
Amur Leopard,Ambystoma mexicanum,3154,21.7,26.92,8,2,High,14.45,94.94
Hainan Gibbon,Nomascus hainanus,1731,29.66,76.9,5,2,Medium,35.62,71.63
Pangolin,Nomascus hainanus,1028,8.84,20.5,5,4,Low,20.89,87.24
Hooded Grebe,Panthera pardus orientalis,4068,5.85,28.3,7,8,Low,71.94,93.18
Hooded Grebe,Panthera pardus orientalis,3430,23.64,54.91,6,6,High,71.69,38.45
Vaquita,Ambystoma mexicanum,409,15.97,34.53,3,8,High,34.03,59.44
Hainan Gibbon,Rhinoceros sondaicus,4700,15.72,13.34,7,4,Low,15.3,66.44
Yangtze Giant Softshell Turtle,Nomascus hainanus,1466,10.63,33.59,1,3,Medium,31.91,83.39
Yangtze Giant Softshell Turtle,Pholidota,1605,17.67,82.39,4,7,High,14.66,51.69
Hainan Gibbon,Rhinoceros sondaicus,126,16.05,23.94,4,7,Low,27.8,36.63
Javan Rhino,Nomascus hainanus,392,13.64,71.1,6,2,Medium,62.84,78.72
Amur Leopard,Rhinoceros sondaicus,4964,16.07,67.78,6,1,High,26.9,66.79
Axolotl,Podiceps gallardoi,2139,14.6,18.5,8,8,Medium,45.82,90.97
Yangtze Giant Softshell Turtle,Ambystoma mexicanum,1860,28.5,36.36,1,3,Low,13.92,71.75
Pangolin,Pseudoryx nghetinhensis,841,29.51,25.15,7,6,Medium,31.07,21.33
Yangtze Giant Softshell Turtle,Pholidota,4978,26.0,11.85,4,7,Low,7.97,96.37
Pangolin,Panthera pardus orientalis,2710,29.76,23.84,6,8,High,46.11,66.86
Hooded Grebe,Rafetus swinhoei,2791,11.64,26.13,9,6,Low,31.07,67.07
Pangolin,Podiceps gallardoi,3491,26.07,23.28,3,7,Low,70.4,91.83
Pangolin,Phocoena sinus,2127,15.17,17.29,8,5,High,34.44,72.44
Amur Leopard,Nomascus hainanus,4492,23.65,52.1,3,3,Low,46.83,57.87
Vaquita,Panthera pardus orientalis,2016,10.03,35.81,6,2,Medium,78.25,28.48
Pangolin,Nomascus hainanus,2581,25.3,82.66,2,7,High,53.2,96.01
Axolotl,Gorilla beringei beringei,306,7.09,24.98,9,8,Medium,42.54,26.2
Javan Rhino,Pholidota,728,11.76,58.23,2,8,High,12.36,33.45
Amur Leopard,Rafetus swinhoei,3146,25.55,82.05,5,3,Low,66.57,84.74
Vaquita,Ambystoma mexicanum,3089,23.68,13.78,6,2,Medium,53.18,58.74
Javan Rhino,Nomascus hainanus,20,17.53,51.3,4,9,High,13.14,34.08
Saola,Panthera pardus orientalis,4890,21.82,46.05,7,6,Medium,23.43,42.61
Hooded Grebe,Pseudoryx nghetinhensis,420,9.64,84.3,7,3,High,45.32,98.53
Mountain Gorilla,Nomascus hainanus,2949,21.69,63.1,7,5,High,8.38,66.14
Hooded Grebe,Nomascus hainanus,2664,5.2,37.93,7,1,Medium,58.87,51.73
Saola,Pseudoryx nghetinhensis,3196,25.83,66.92,9,2,Medium,22.08,89.22
Javan Rhino,Rafetus swinhoei,3460,17.91,56.61,2,9,Medium,41.73,57.9
Hainan Gibbon,Pholidota,608,28.6,37.77,5,3,Medium,23.12,44.33
Hooded Grebe,Nomascus hainanus,833,16.95,72.82,9,8,High,41.69,32.97
Yangtze Giant Softshell Turtle,Nomascus hainanus,2407,15.83,63.45,2,8,Medium,19.23,78.81
Axolotl,Ambystoma mexicanum,4124,16.25,10.43,3,5,Medium,49.54,67.1
Saola,Pseudoryx nghetinhensis,322,13.99,79.21,7,8,Medium,73.28,27.3
Axolotl,Pholidota,2984,9.17,41.77,9,2,Medium,65.55,66.74
Amur Leopard,Pholidota,3748,26.05,61.64,3,2,Medium,23.11,32.6
Saola,Gorilla beringei beringei,2502,14.73,41.74,8,4,Medium,42.36,97.56
Pangolin,Rafetus swinhoei,1955,18.23,80.51,8,8,Low,36.73,40.52
Hainan Gibbon,Gorilla beringei beringei,240,5.5,62.07,4,2,Low,77.41,74.99
Vaquita,Podiceps gallardoi,3750,6.51,56.35,6,4,High,64.91,71.83
Vaquita,Phocoena sinus,2682,19.93,88.42,8,8,Medium,13.06,74.62
Mountain Gorilla,Rafetus swinhoei,3464,26.98,32.45,9,3,Medium,17.64,53.97
Mountain Gorilla,Podiceps gallardoi,3593,17.33,15.22,2,8,High,57.65,25.87
Pangolin,Phocoena sinus,53,9.12,51.28,1,2,Medium,16.99,97.42
Axolotl,Panthera pardus orientalis,2934,7.9,43.92,5,1,Medium,76.29,35.13
Amur Leopard,Rafetus swinhoei,3703,27.49,46.34,3,6,Medium,79.47,80.81
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,2280,22.54,59.61,6,8,Low,63.38,30.87
Mountain Gorilla,Podiceps gallardoi,3467,29.15,59.21,1,9,Medium,7.01,42.21
Saola,Nomascus hainanus,2959,7.06,41.38,4,8,Low,41.2,64.23
Hooded Grebe,Gorilla beringei beringei,2328,27.57,79.03,6,2,Medium,35.46,52.66
Javan Rhino,Phocoena sinus,3395,26.14,62.12,2,1,Medium,64.97,95.7
Hainan Gibbon,Podiceps gallardoi,2304,27.33,81.19,8,7,High,26.53,86.97
Saola,Rhinoceros sondaicus,3005,5.14,83.05,4,7,High,33.96,92.82
Hooded Grebe,Rafetus swinhoei,3648,23.55,23.38,2,3,Medium,12.01,70.62
Axolotl,Gorilla beringei beringei,4926,18.72,64.44,1,6,Medium,30.7,37.29
Axolotl,Pholidota,3377,19.33,35.4,8,7,Medium,78.04,60.96
Amur Leopard,Gorilla beringei beringei,3294,16.73,76.91,1,9,Low,75.66,80.48
Pangolin,Podiceps gallardoi,2352,23.57,68.63,7,1,Medium,61.27,25.11
Axolotl,Pseudoryx nghetinhensis,180,30.0,25.9,7,3,High,73.04,88.19
Vaquita,Panthera pardus orientalis,4351,22.76,85.1,6,5,Low,20.84,69.88
Hainan Gibbon,Phocoena sinus,1649,21.95,64.68,8,3,Medium,51.64,77.16
Vaquita,Gorilla beringei beringei,626,21.36,85.89,1,8,Low,42.5,74.85
Javan Rhino,Panthera pardus orientalis,249,22.38,26.15,1,6,Low,36.7,86.97
Amur Leopard,Nomascus hainanus,4503,13.55,79.58,1,2,Low,29.36,26.91
Javan Rhino,Pholidota,1866,13.01,63.45,6,1,Low,69.97,49.79
Axolotl,Ambystoma mexicanum,932,24.61,54.18,7,5,Medium,41.34,59.71
Pangolin,Nomascus hainanus,4897,6.33,75.64,9,9,High,59.3,63.18
Mountain Gorilla,Rhinoceros sondaicus,1914,23.98,60.63,5,9,Low,57.95,94.46
Hooded Grebe,Pholidota,3159,25.35,63.57,1,1,High,15.21,23.35
Hooded Grebe,Rhinoceros sondaicus,822,18.04,30.29,9,3,Low,8.67,88.45
Amur Leopard,Pseudoryx nghetinhensis,1740,27.75,75.36,5,6,High,68.0,63.6
Saola,Phocoena sinus,841,16.83,62.02,6,5,Low,41.77,63.82
Saola,Nomascus hainanus,3434,9.45,77.55,9,4,Low,65.76,45.31
Vaquita,Pseudoryx nghetinhensis,2217,14.03,38.12,2,2,Medium,27.28,70.85
Vaquita,Rafetus swinhoei,4849,27.65,36.54,3,4,Medium,69.64,71.07
Hooded Grebe,Ambystoma mexicanum,3442,29.84,11.91,7,5,Low,67.31,34.95
Hainan Gibbon,Pholidota,4918,15.55,71.49,3,2,High,33.63,73.48
Javan Rhino,Phocoena sinus,3378,9.17,36.43,2,1,Medium,35.88,41.07
Vaquita,Phocoena sinus,2237,12.16,36.18,7,7,Medium,31.32,74.41
Pangolin,Gorilla beringei beringei,2270,18.83,65.09,8,7,Medium,7.61,68.34
Hooded Grebe,Rafetus swinhoei,4635,19.3,30.23,9,8,Medium,56.57,76.56
Hainan Gibbon,Phocoena sinus,2927,20.75,82.72,2,6,Low,25.45,21.56
Javan Rhino,Podiceps gallardoi,3530,25.88,53.05,2,1,High,71.3,29.9
Saola,Rafetus swinhoei,4390,22.78,87.56,7,8,Medium,72.3,86.38
Hooded Grebe,Ambystoma mexicanum,2718,11.52,16.13,4,2,Medium,59.19,50.08
Yangtze Giant Softshell Turtle,Ambystoma mexicanum,1830,14.88,36.95,5,3,High,18.62,86.1
Hainan Gibbon,Rhinoceros sondaicus,658,26.0,40.52,1,8,Medium,11.7,24.95
Amur Leopard,Ambystoma mexicanum,198,20.83,68.43,6,4,High,66.23,80.78
Vaquita,Podiceps gallardoi,1232,9.16,27.04,8,5,Low,71.98,26.62
Mountain Gorilla,Pholidota,488,13.14,40.03,1,9,Medium,31.4,57.0
Vaquita,Panthera pardus orientalis,3072,24.78,82.85,2,7,High,31.47,94.07
Javan Rhino,Panthera pardus orientalis,2035,9.3,19.16,7,7,Medium,34.27,26.14
Hooded Grebe,Gorilla beringei beringei,4622,22.28,69.63,2,1,Low,67.07,47.7
Saola,Phocoena sinus,1898,19.09,66.2,9,1,High,58.03,60.95
Hainan Gibbon,Ambystoma mexicanum,1560,8.69,20.44,6,8,High,14.15,91.06
Mountain Gorilla,Rhinoceros sondaicus,2926,22.22,65.08,5,1,High,52.6,46.28
Vaquita,Gorilla beringei beringei,3265,8.56,55.58,7,2,Medium,5.73,83.76
Axolotl,Pseudoryx nghetinhensis,2816,14.96,33.0,8,4,High,58.28,76.74
Yangtze Giant Softshell Turtle,Phocoena sinus,43,12.71,34.89,9,9,High,62.35,44.26
Axolotl,Podiceps gallardoi,305,22.25,76.64,6,7,High,66.12,46.92
Yangtze Giant Softshell Turtle,Panthera pardus orientalis,2510,24.56,28.48,5,7,Low,51.92,35.09
Saola,Rhinoceros sondaicus,3789,9.21,51.02,7,7,High,18.54,74.74
Pangolin,Gorilla beringei beringei,3586,25.3,64.49,2,5,High,64.53,64.49
Yangtze Giant Softshell Turtle,Nomascus hainanus,1439,5.18,20.39,8,1,High,72.48,32.24
Mountain Gorilla,Panthera pardus orientalis,2199,18.25,84.59,4,5,Low,52.53,68.99
Yangtze Giant Softshell Turtle,Podiceps gallardoi,1997,17.92,30.85,1,8,High,25.63,59.39
Hainan Gibbon,Phocoena sinus,4753,20.6,35.51,3,7,Medium,18.45,27.31
Vaquita,Pholidota,2892,10.99,63.29,9,7,High,22.36,95.34
Vaquita,Nomascus hainanus,1719,5.25,16.26,4,2,Medium,6.27,85.95
Saola,Podiceps gallardoi,2787,16.37,60.21,3,1,Low,5.76,25.61
Axolotl,Rhinoceros sondaicus,3707,6.79,83.28,4,4,Low,27.28,93.57
Axolotl,Pseudoryx nghetinhensis,1557,27.3,29.93,3,8,High,74.22,92.42
Pangolin,Pholidota,472,9.34,38.95,3,1,High,51.6,23.33
Axolotl,Podiceps gallardoi,3325,15.63,28.59,2,2,Low,33.96,35.92
Saola,Gorilla beringei beringei,3314,15.85,75.5,6,7,Low,5.81,75.49
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,523,18.82,23.41,6,5,Low,79.23,93.83
Pangolin,Podiceps gallardoi,4106,24.56,37.73,4,6,Medium,39.19,85.03
Saola,Pholidota,3576,16.8,58.08,8,8,Medium,79.36,42.27
Amur Leopard,Rhinoceros sondaicus,3813,5.64,42.36,6,9,High,59.01,22.64
Javan Rhino,Panthera pardus orientalis,3697,24.28,15.24,8,8,Medium,8.84,57.36
Axolotl,Pholidota,3948,7.05,85.82,6,1,Low,69.43,27.26
Mountain Gorilla,Pholidota,3499,21.04,37.03,9,4,High,44.78,39.38
Vaquita,Gorilla beringei beringei,1481,25.09,45.65,3,5,Medium,38.95,70.57
Javan Rhino,Rafetus swinhoei,347,12.07,23.4,3,9,High,61.84,59.11
Axolotl,Rafetus swinhoei,3091,16.23,79.23,2,6,Medium,63.11,49.76
Hooded Grebe,Podiceps gallardoi,3422,5.36,33.31,6,6,High,64.73,93.47
Saola,Rhinoceros sondaicus,2402,25.1,11.59,7,3,Low,62.04,35.24
Hainan Gibbon,Rafetus swinhoei,986,22.58,35.31,7,2,Low,53.1,58.51
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,4988,10.78,88.72,5,2,Low,55.67,65.31
Saola,Rhinoceros sondaicus,2255,14.76,21.75,6,7,Medium,69.39,45.43
Mountain Gorilla,Gorilla beringei beringei,4078,22.38,12.5,7,5,High,56.79,75.72
Pangolin,Nomascus hainanus,1713,13.95,56.25,2,1,High,12.6,88.52
Amur Leopard,Pseudoryx nghetinhensis,881,9.06,39.73,7,5,High,53.41,62.78
Saola,Rafetus swinhoei,3419,17.96,73.6,1,1,Medium,17.75,81.73
Saola,Phocoena sinus,2599,23.09,68.55,6,9,Low,6.07,24.82
Saola,Phocoena sinus,4562,13.02,24.83,8,8,Low,21.06,32.15
Javan Rhino,Phocoena sinus,1559,8.04,55.17,1,4,High,16.58,56.5
Yangtze Giant Softshell Turtle,Pholidota,3517,25.74,12.59,1,1,High,12.66,92.76
Yangtze Giant Softshell Turtle,Nomascus hainanus,4471,11.32,45.16,6,8,Medium,21.12,62.0
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,2631,17.82,67.12,5,5,High,47.27,54.15
Hooded Grebe,Rhinoceros sondaicus,2539,22.28,43.2,3,1,High,16.36,67.41
Javan Rhino,Phocoena sinus,2167,12.93,19.44,7,2,Medium,25.96,29.83
Hainan Gibbon,Nomascus hainanus,2366,21.22,14.92,7,5,High,68.72,71.64
Pangolin,Panthera pardus orientalis,169,16.49,78.29,7,9,Low,71.6,27.43
Hooded Grebe,Pseudoryx nghetinhensis,4949,19.26,81.31,6,8,Medium,29.98,65.57
Javan Rhino,Rafetus swinhoei,2112,19.76,37.45,4,8,Low,72.42,76.44
Amur Leopard,Gorilla beringei beringei,2818,25.6,23.13,9,9,High,48.93,52.51
Saola,Phocoena sinus,2009,21.41,88.29,9,2,High,21.98,91.96
Yangtze Giant Softshell Turtle,Nomascus hainanus,2591,11.61,53.67,7,7,Medium,61.57,32.01
Saola,Pholidota,3003,6.49,48.13,7,5,Medium,74.16,33.51
Javan Rhino,Rhinoceros sondaicus,2944,5.05,69.33,8,3,Medium,54.44,60.84
Vaquita,Rhinoceros sondaicus,2321,27.61,23.51,5,8,Medium,20.1,93.6
Mountain Gorilla,Pholidota,2805,28.55,56.4,9,2,High,11.44,50.87
Hooded Grebe,Gorilla beringei beringei,4338,7.35,81.21,6,4,High,22.21,93.19
Hainan Gibbon,Pholidota,4338,17.18,11.85,7,5,Low,30.39,74.78
Yangtze Giant Softshell Turtle,Phocoena sinus,3598,8.79,63.84,7,5,Low,30.03,81.82
Amur Leopard,Panthera pardus orientalis,3126,28.72,54.11,9,4,Medium,42.39,94.09
Hooded Grebe,Pholidota,4663,11.17,86.06,7,3,High,42.89,65.21
Pangolin,Panthera pardus orientalis,3757,17.54,30.7,3,3,Medium,40.36,70.69
Hainan Gibbon,Rhinoceros sondaicus,1959,9.14,78.71,6,5,Medium,30.79,65.74
Pangolin,Podiceps gallardoi,1469,13.32,34.72,6,6,Medium,13.01,82.0
Yangtze Giant Softshell Turtle,Podiceps gallardoi,4440,11.67,44.39,7,1,Medium,36.37,41.6
Pangolin,Pseudoryx nghetinhensis,2461,16.89,27.06,6,4,Medium,78.93,82.26
Javan Rhino,Panthera pardus orientalis,4361,15.49,79.09,4,6,High,54.04,76.37
Mountain Gorilla,Gorilla beringei beringei,3077,13.27,25.63,6,2,Low,37.98,67.56
Pangolin,Nomascus hainanus,4100,7.65,78.72,3,5,Medium,11.26,23.06
Vaquita,Ambystoma mexicanum,2998,17.11,46.45,1,9,High,20.99,81.19
Hainan Gibbon,Pholidota,781,26.26,76.81,1,3,Medium,48.1,30.46
Vaquita,Ambystoma mexicanum,1121,23.26,31.16,5,3,High,42.34,96.0
Mountain Gorilla,Rafetus swinhoei,3321,23.01,20.62,8,9,Low,6.44,26.44
Amur Leopard,Podiceps gallardoi,4416,14.15,54.4,3,3,Low,11.47,76.9
Mountain Gorilla,Rafetus swinhoei,1604,22.71,50.75,2,4,High,31.7,48.47
Axolotl,Nomascus hainanus,2739,16.64,38.53,8,9,Medium,15.56,78.12
Hooded Grebe,Gorilla beringei beringei,1291,8.76,63.03,9,4,Low,76.84,61.0
Vaquita,Panthera pardus orientalis,3595,15.48,17.61,9,5,Medium,7.56,69.73
Javan Rhino,Pholidota,2838,8.32,59.76,2,2,Medium,78.05,25.96
